Title,Published_date,Views,Likes,Comments
Brilliant Bowling By Sheldon Cottrell | Lahore vs Multan | Match 31 | HBL PSL 8 | MI2T,2023-03-15T17:35:33Z,33612,518,33
2nd Innings Powerplay | Lahore Qalandars vs Multan Sultans | Match 31 | HBL PSL 8 | MI2T,2023-03-15T17:20:00Z,158844,1602,46
1st Innings Highlights | Lahore Qalandars vs Multan Sultans | Match 31 | HBL PSL 8 | MI2T,2023-03-15T16:45:07Z,506364,8484,189
Rashid Khan Interview | Lahore Qalandars vs Multan Sultans | Match 31 | HBL PSL 8 | MI2T,2023-03-15T16:24:29Z,8321,215,8
𝐏𝐎𝐋𝐋𝐀𝐑𝐃 𝐓𝐇𝐄 𝐁𝐈𝐆-𝐇𝐈𝐓𝐓𝐈𝐍𝐆 𝐌𝐀𝐂𝐇𝐈𝐍𝐄 💥Giving the treatment to the Qalandars 💪#HBLPSL8 | #LQvMS,2023-03-15T16:16:06Z,22220,1138,2
6️⃣6️⃣ 🔥Tim David and Kieron Pollard in the mood! 😎#HBLPSL8 | #SabSitarayHumaray | #LQvMS,2023-03-15T16:16:02Z,52137,3901,3
Rash-magic time! 🪄🔂 Watch it on loop 🔂 #HBLPSL8 | #SabSitarayHumaray | #LQvMS,2023-03-15T16:15:57Z,14346,872,3
"Enough is enough, says Pollard! 💪#HBLPSL8 | #SabSitarayHumaray | #LQvMS",2023-03-15T16:15:54Z,11867,492,1
ROSSOUW DEPARTS ☝️Zaman Khan gets the Lahore crowd cheering 👏#HBLPSL8 | #SabSitarayHumaray | #LQvMS,2023-03-15T16:15:49Z,4584,194,0
Haris Rauf ka jadu ✨First strike for Lahore Qalandars ⚡#HBLPSL8 | #SabSitarayHumaray | #LQvMS,2023-03-15T16:15:45Z,8679,397,2
Usman roaring in Lahore 🔥#HBLPSL8 | #SabSitarayHumaray | #LQvMS,2023-03-15T16:15:42Z,6991,284,0
Haris Rauf Is On Fire | Lahore Qalandars vs Multan Sultans | Match 31 | HBL PSL 8 | MI2T,2023-03-15T16:09:37Z,155248,1362,44
1st Innings Powerplay | Lahore Qalandars vs Multan Sultans | Match 31 | HBL PSL 8 | MI2T,2023-03-15T15:15:03Z,82964,1044,6
Lahore Qalandars vs Multan Sultans | Pitch Side Pre-Match Studio Show | Match 31 | MI2T,2023-03-15T14:18:47Z,9208,143,5
The Abdullah Shafique formula to success 📈 | HBL PSL 8 | MI2T,2023-03-15T14:14:09Z,3308,108,5
Toss And Pitch Report | Lahore Qalandars vs Multan Sultans | Match 31 | HBL PSL 8 | MI2T,2023-03-15T14:03:16Z,19984,516,15
Expert Advice | Lahore Qalandars vs Multan Sultans | Match 31 | HBL PSL 8 | MI2T,2023-03-15T13:50:48Z,8122,163,9
Opener | Lahore Qalandars vs Multan Sultans | Match 31 | HBL PSL 8 | MI2T,2023-03-15T13:42:48Z,37107,513,28
Hamaray Heroes powered by Kingdom Valley - Episode 31 l Riyan & Isaac,2023-03-15T12:30:23Z,6457,217,20
HBL PSL 🌟 Star Life 🌟 With Fakhar Zaman | HBL PSL 8 | MI2T,2023-03-15T10:21:13Z,24949,1520,73
"Leading Wicket-Taker Of #HBLPSL8 So Far, Abbas Afridi Shares His Story 🙌 | MI2T",2023-03-15T08:59:45Z,17240,625,32
The Cricketing Journey And Aspirations Of Peshawar Zalmi's Batting Sensation Haseebullah | HBL PCL 8,2023-03-14T12:00:13Z,17222,790,20
𝗪𝗵𝗮𝘁 𝗥𝗮𝗻𝗮 𝗖𝗮𝗻 𝗗𝗼 l HBL PSL Films l Islamabad United vs Multan Sultans #SabSitarayHumaray I #HBLPSL8,2023-03-13T14:59:26Z,120768,2314,62
B̼e̼h̼t̼a̼r̼e̼e̼n̼ style hai \0/ | YES or NO with Shaheen Afridi 🙌🏼 | #SabSitarayHumaray l #HBLPSL8,2023-03-13T13:59:20Z,73492,3124,62
Let's Recap Lahore Qalandars Fall of Wickets And Boundaries | Match 30 | HBL PSL 8 | MI2T,2023-03-13T13:00:19Z,35616,388,13
Let's Recap Karachi Kings Fall of Wickets And Boundaries | Match 30 | HBL PSL 8 | MI2T,2023-03-13T11:00:17Z,12660,121,5
Brilliant Batting By Muhammad Akhlaq | Lahore vs Karachi | Match 30 | HBL PSL 8 | MI2T,2023-03-13T09:00:24Z,13729,103,6
Let's Recap Islamabad United's Fall of Wickets And Boundaries | Match 29 | HBL PSL 8 | MI2T,2023-03-13T08:00:14Z,10383,133,3
Fantastic Bowling By Sufiyan Muqeem | Islamabad vs Peshawar | Match 29 | HBL PSL 8 | MI2T,2023-03-13T07:00:01Z,37729,233,10
Let's Recap Peshawar Zalmi's Fall of Wickets And Boundaries | Match 29 | HBL PSL 8 | MI2T,2023-03-13T06:00:15Z,31640,198,4
Great Bowling By Hasan Ali | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-13T05:00:28Z,21799,139,3
Full Highlights | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T20:00:06Z,1211925,19706,334
Short Highlights | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T19:31:43Z,538220,7782,156
Lahore Qalandars vs Karachi Kings | Pitch Side End of Day Studio Show | Match 30 | MI2T,2023-03-12T19:20:01Z,7989,189,15
"🗣️ Tayyab Tahir interviews teammate Muhammad Akhlaq, who shone with the bat today 💫 | HBL PSL 8",2023-03-12T18:42:50Z,5452,171,4
Closer | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T18:27:46Z,15963,447,15
David Wiese Interview | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T18:23:40Z,3595,82,4
Imran Tahir Interview | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T18:20:16Z,4660,141,2
Muhammad Akhlaq Press Conference | HBL PSL 8,2023-03-12T18:10:08Z,2487,99,0
Haris Rauf Press Conference | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T18:04:40Z,11501,384,11
2nd Innings Highlights | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T18:00:52Z,364848,5718,183
Where did that come from⁉️A couple of mighty hits from Haris Rauf 💥#HBLPSL8 | #LQvKK,2023-03-12T17:45:41Z,91179,4528,11
𝙏𝙝𝙚𝙮'𝙧𝙚 𝙣𝙚𝙫𝙚𝙧 𝙜𝙤𝙣𝙣𝙖 𝙘𝙖𝙩𝙘𝙝 𝙄𝙢𝙧𝙖𝙣 𝙏𝙖𝙝𝙞𝙧 🏃#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T17:45:40Z,59643,2510,18
Mohammad Irfan Khan makes it look so easy! 😱 #HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T17:45:38Z,29445,1125,6
Skier pouched by Irfan Khan 🤲 #HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T17:45:35Z,15242,529,1
GOT 'IM! ☝️Fuller with a massive strike to extend Karachi Kings' dominance 👏#HBLPSL8 | #LQvKK,2023-03-12T17:45:33Z,10503,353,1
Akif Javed delivering blow after blow! 🥊#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T17:45:31Z,16126,582,0
Full Highlights | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T17:39:18Z,936454,15759,257
Prized wicket of Fakhar ✅Celebration ✅#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T17:23:54Z,15530,727,3
2nd Innings Powerplay | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T16:52:25Z,57962,715,14
In his zone and Fakhar Zaman 𝙨𝙢𝙤𝙠𝙚𝙨 it 🔥#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:22:02Z,26300,1863,8
When Ben Cutting sent the ball sailing to Karachi! 🤯 #HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:21:57Z,17545,737,2
Dancing shoes on for Aleem Dar 🕺#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:21:54Z,89304,4451,8
Pinpoint is Zaman Khan! 🎯#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:21:49Z,11041,601,1
Guided with perfection by Ben Cutting 👌 #HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:21:47Z,6900,317,1
Haris Rauf finally puts an end to the Mohammad Akhlaq show ⚡#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:21:43Z,5678,333,0
⚠️ Akhlaq is not stopping 💪 #HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:21:38Z,4526,79,1
Double damage ☝️☝️#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:21:35Z,24245,609,0
Charged down and WHACKED 💥Akhlaq showing some skills 👏#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:21:28Z,9675,226,0
"""𝐒𝐭𝐚𝐭𝐞𝐦𝐞𝐧𝐭 𝐬𝐡𝐨𝐭!""Tayyab Tahir mows it with disdain 👊#HBLPSL8 | #SabSitarayHumaray | #LQvKK",2023-03-12T16:21:25Z,4607,174,0
'Laadi' Dilbar Hussain in action 😎#HBLPSL8 | #SabSitarayHumaray | #LQvKK,2023-03-12T16:21:23Z,3260,135,2
1st Innings Highlights | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T16:15:16Z,370951,5883,127
Muhammad Akhlaq Interview | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T16:05:10Z,2886,102,4
Johan Botha Interview | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T16:00:03Z,2024,58,1
1st Innings Powerplay | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T15:01:44Z,44472,595,7
Short Highlights | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T14:50:21Z,478089,7107,94
Abdullah Shafique Interview | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T14:36:54Z,4497,133,6
Zainab Abbas vs Urooj Mumtaz once again! | Lahore vs Karachi | HBL PSL 8 | MI2T,2023-03-12T14:31:49Z,19072,268,18
Toss & Pitch Report | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T14:24:44Z,11044,266,10
Hamaray Heroes powered by Kingdom Valley - Episode 30 l Ghulam Mohammad,2023-03-12T14:16:30Z,1540,78,19
Opener | Lahore Qalandars vs Karachi Kings | Match 30 | HBL PSL 8 | MI2T,2023-03-12T14:08:50Z,8119,187,3
Closer | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T13:59:23Z,4844,136,5
Tom Kohler-Cadmore Interview | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T13:53:42Z,3846,172,6
Shadab Khan Interview | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T13:48:31Z,4185,158,14
HBL PSL 🌟 Star Life 🌟 With Tabraiz Shamsi #SabSitarayHumaray l #HBLPSL8 l #LQvKK,2023-03-12T13:47:32Z,2597,100,4
Mohammad Haris Interview | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T13:36:47Z,9281,457,19
Khurram Shahzad Interview | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T13:30:20Z,3576,143,4
2nd Innings Highlights | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T13:17:54Z,481519,8583,160
Tom Kohler-Cadmore Press Conference | HBL PSL 8,2023-03-12T13:15:53Z,8346,372,27
And it’s done! Khurram Shahzad made all the difference for Peshawar Zalmi! #HBLPSL8 | #IUvPZ,2023-03-12T13:09:25Z,16858,1007,6
OH KHAIR! 😳 Just the wicket Peshawar Zalmi needed! #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:09:22Z,17334,703,2
SHOT from Islamabad fans kay dilon ka President 😉#HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:09:18Z,4784,177,0
Rana jee understanding the assignment as always 🫡#HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:09:14Z,5057,191,0
Wasim teri shottan! 😍#HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:09:09Z,21145,946,1
Ye kya? 😱 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:09:05Z,8369,362,0
Asif Ali is wicket # 2 for Sufyan Muqeem ☝️ #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:09:01Z,3697,160,0
That’s all from Gurbaaz out here 👋 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:08:57Z,10040,508,0
OUCH! Skipper heads back 🚶‍♂️ #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:08:52Z,3248,151,0
Shaddy sends one to the Pindi crowd 🚀 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:08:47Z,3434,133,0
Munners falls to Neesham ⚡️#HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:08:44Z,2281,108,0
Gurbaaz GOES MAX ✈️ #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:08:38Z,5538,241,0
Aamer Jamal puts an end on the Halestorm 🙌🏼 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:08:27Z,3118,144,1
Second breakthrough for Peshawar Zalmi 👏 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:08:25Z,2650,137,0
Zalmi score early 👏#HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T13:08:22Z,1645,67,1
Shadab Khan Press Conference | HBL PSL 8,2023-03-12T13:02:57Z,38208,1712,80
Brilliant Bowling By Khurram Shahzad | Islamabad vs Peshawar | Match 29 | HBL PSL 8 | MI2T,2023-03-12T13:02:30Z,19659,658,18
2nd Innings Powerplay | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T11:54:28Z,53385,549,12
James Neesham Interview | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T11:35:13Z,4250,145,3
Bhanuka Rajapaksa Interview | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T11:28:43Z,4804,147,10
1st Innings Highlights | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T11:17:36Z,589010,10675,192
Hassanstruckk ⚡️⚡️#HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:07:07Z,4618,178,2
Generator challao na yaar Hasan Ali 🥹 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:07:05Z,4016,193,3
Waz Jr. gets Haseebullah ⚡️#HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:07:01Z,2855,138,3
Generator is 🔛 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:06:57Z,2435,92,1
Skipper gets the big one! ☝️ Haris departs after a wonderful 79 runs. #HBLPSL8 | #IUvPZ,2023-03-12T11:06:54Z,2520,112,0
It’s a wrap for TKC! 👋  #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:06:50Z,1291,64,0
Here comes TKC in style 😎 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:06:46Z,9105,294,2
Put a dent in the partnership 🤌🏼 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:06:43Z,3071,114,2
"SIX, FOUR, FOUR MR. GOOGLE ON FIRE 🔥 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ",2023-03-12T11:06:38Z,2625,115,1
"New bowler, same treatment 👏  #HBLPSL8 I #SabSitarayHumaray | #IUvPZ",2023-03-12T11:06:35Z,1326,61,1
💥 Pindi ka Raja 💥 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:06:32Z,3541,122,2
Haris gets creative 👏 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:06:28Z,2955,100,2
Hitting it left right and centre 🌪️ #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:06:24Z,1612,104,3
"FIRST SIX of the innings, thanks to Haris 👏 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ",2023-03-12T11:06:20Z,11448,360,3
FAZAL YOU BEAUTY 😍🤌🏼 #HBLPSL8 I #SabSitarayHumaray | #IUvPZ,2023-03-12T11:06:17Z,2739,116,3
"We sat down with Mohammad Haris to discuss life, cricket and plans ahead | HBL PSL 8 | MI2",2023-03-12T10:56:03Z,6919,399,20
Islamabad United vs Peshawar Zalmi | Pitch Side Pre-Match Studio Show | Match 29 | MI2T,2023-03-12T10:49:08Z,2878,75,3
Sensational Batting By Mohammad Haris | Islamabad vs Peshawar | Match 29 | HBL PSL 8 | MI2T,2023-03-12T10:46:07Z,46667,813,16
1st Innings Powerplay | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T10:00:11Z,69772,814,9
Alex Hales Interview | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T09:15:37Z,4939,108,11
Hamaray Heroes powered by Kingdom Valley - Episode 29 l Bilal Ehsan,2023-03-12T09:06:29Z,1398,63,9
Toss & Pitch Report | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T08:53:35Z,38638,971,38
Opener | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T08:48:51Z,10293,151,8
Expert Advice | Islamabad United vs Peshawar Zalmi | Match 29 | HBL PSL 8 | MI2T,2023-03-12T08:33:48Z,9412,227,16
Let's Recap Quetta Gladiators Fall of Wickets And Boundaries | Match 28 | HBL PSL 8 | MI2T,2023-03-12T07:00:08Z,4150,53,1
Great Batting By Iftikhar Ahmed | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-12T06:00:16Z,10027,204,2
Let's Recap Multan Sultans Fall of Wickets And Boundaries | Match 28 | HBL PSL 8 | MI2T,2023-03-12T05:00:17Z,3515,52,3
Brilliant Batting By Mohammad Rizwan | Quetta vs Multan | Match 28 | HBL PSL 8 | MI2T,2023-03-12T04:00:01Z,2928,58,3
Full Highlights | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T20:12:15Z,1767661,31330,633
Live | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8,2023-03-11T19:31:02Z,487083,3425,1
Short Highlights | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T19:27:24Z,967442,16879,553
Quetta Gladiators vs Multan Sultans | Pitch Side End of Day Studio Show | Match 28 | MI2T,2023-03-11T19:24:45Z,18360,372,11
Closer | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T19:05:51Z,7158,212,7
Mohammad Rizwan Interview | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T18:53:16Z,28088,1208,34
Usman Khan Press Conference | HBL PSL 8,2023-03-11T18:46:05Z,237397,6205,310
Abbas Afridi Interview | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T18:45:57Z,8136,348,14
2nd Innings Highlights | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T18:35:03Z,466760,7500,211
Quetta Gladiators Head Coach Moin Khan Press Conference | HBL PSL 8,2023-03-11T18:23:42Z,60809,1506,43
Ihsanullah & Mohammad Nawaz Interview | Quetta vs Multan | Match 28 | HBL PSL 8 | MI2T,2023-03-11T18:22:32Z,21215,761,31
Abbas Afridi Takes Five-Wicket Haul | Quetta vs Multan | Match 28 | HBL PSL 8 | MI2T,2023-03-11T18:15:00Z,28820,481,26
𝐇𝐀𝐓𝐓𝐑𝐈𝐂𝐊 𝐅𝐎𝐑 𝐀𝐅𝐑𝐈𝐃𝐈🚨1st hattrick of the #HBLPSL8Abbas Afridi on a ROLL  #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:52Z,119672,6865,37
Teamwork by Afridi and Pollard to send the QG batters packing #HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:49Z,16001,591,5
That's vintage Umar Akmal 🤤#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:45Z,75593,4293,22
Another for Ihsanullah 🏹#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:42Z,7825,369,4
Shots fired ☄️#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:38Z,3474,135,2
Afridi with the BIG WICKET 🤩#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:35Z,3949,183,4
F-ifti 🤫#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:31Z,4241,183,3
All class by Omair 👌🏻#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:28Z,1925,63,1
Ifti smashing it around the park ⚡️#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:24Z,17042,606,5
"'IFTAKHAR, IFTAKHAR'  goes the crowd on this one! #HBLPSL8 | #SabSitarayHumaray | #QGvMS",2023-03-11T18:07:21Z,2968,104,5
That's some smooooth hitting 😍#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:18Z,2143,113,2
OMAIR GOES MAX 💥#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:13Z,1159,44,2
GOES THE DISTANCE AGAIN 🚀#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:09Z,1012,48,1
"YOU GO, IFTI 🔥#HBLPSL8 | #SabSitarayHumaray | #QGvMS",2023-03-11T18:07:06Z,714,44,1
ANOTHER ONE FOR Quetta Gladiators👏🏻#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:07:02Z,941,43,4
Struck like an arrow on fire 🔥#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:06:59Z,1271,68,3
Only dealing in 6⃣s here #HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:06:56Z,904,33,2
"OOF, THIS WAS AMAZING Martin Guptill 😱#HBLPSL8 | #SabSitarayHumaray | #QGvMS",2023-03-11T18:06:52Z,1583,61,1
That's a beauty of a shot from Omair 😍#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:06:49Z,540,28,1
That's all from Roy for tonight! #HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T18:06:45Z,1022,42,1
Spectacular Batting By Omair Yousuf | Quetta vs Multan | Match 28 | HBL PSL 8 | MI2T,2023-03-11T17:59:33Z,34100,478,24
2nd Innings Powerplay | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T17:15:00Z,102680,936,41
Qais with another breakthrough 👏🏻#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:21:44Z,6454,276,0
TOOFAANI SIX BY Tim David 😍#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:21:41Z,4712,159,2
Some solace for Qais in Rossouw's wicket!#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:21:39Z,2938,103,2
S M A C K E D 💥#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:21:37Z,1194,54,0
Skipper gets the BIG wicket! #HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:21:35Z,21688,433,6
"ZORDAR, TEZ-RAFTAAR, DHUWAANDAAR 😱😱 #HBLPSL8 | #SabSitarayHumaray | #QGvMS",2023-03-11T16:21:32Z,108238,4629,4
𝙁𝘼𝙎𝙏𝙀𝙎𝙏 100 𝙊𝙁 𝙏𝙃𝙀 𝙃𝘽𝙇𝙋𝙎𝙇 𝙁𝙊𝙍 𝙐𝙎𝙈𝘼𝙉 𝙆𝙃𝘼𝙉  #HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:21:30Z,13967,1295,5
"SHOT, YAAR! #HBLPSL8 | #SabSitarayHumaray | #QGvMS",2023-03-11T16:21:28Z,860,51,1
WHAT. AN. OVER. FOR. Multan Sultans 🥵#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:20:50Z,2030,142,4
💥4⃣💥#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:20:48Z,8826,217,0
There's a new Sultan in town 😍#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:20:44Z,800,46,0
"TIMED, RIZMAN 🤩#HBLPSL8 | #SabSitarayHumaray | #QGvMS",2023-03-11T16:20:41Z,882,52,0
Usman Khan capitalizes on this over 🫡#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:20:39Z,16736,412,1
First boundary of the innings 👏🏻#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:20:37Z,3316,152,0
Expected fireworks like this from Tim David 🎇#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:20:31Z,1742,74,0
Devoured it 🥵#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:20:28Z,1237,46,0
What a SMACK 🚀#HBLPSL8 | #SabSitarayHumaray | #QGvMS,2023-03-11T16:20:26Z,950,36,0
1st Innings Highlights | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T16:17:19Z,774672,13912,327
Usman Khan Interview | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T16:10:00Z,65626,1433,29
Fastest Century Of HBL PSL By Usman Khan | Quetta vs Multan | Match 28 | HBL PSL 8 | MI2T,2023-03-11T16:00:19Z,232138,3366,235
1st Innings Powerplay | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T15:08:50Z,136207,1648,48
Full Highlights | Amazons vs Super Women | Match 3 | Women's League Exhibition | PCB | MI2T,2023-03-11T14:51:00Z,58864,1026,24
Quetta Gladiators vs Multan Sultans | Pitch Side Pre-Match Studio Show | Match 28 | MI2T,2023-03-11T14:28:01Z,6497,93,4
Expert Advice | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T14:03:59Z,6273,118,6
Toss & Pitch Report | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T14:00:14Z,17207,406,17
Opener | Quetta Gladiators vs Multan Sultans | Match 28 | HBL PSL 8 | MI2T,2023-03-11T13:54:42Z,22179,280,7
Tammy Beaumont & Tuba Hassan Press Conference | Women Exhibition Match 3,2023-03-11T13:15:31Z,1659,39,0
Aiman Anwar & Chamari Athapaththu Press Conference | Women Exhibition Match 3,2023-03-11T13:04:44Z,6404,120,5
